url,label
https://rowjniqv@cutgdav.net/xtbidszl/exfo/rhjfnudm/xhp?q=prY7TqTWAe5EXYm&id=ZKtE6Mw6a,phishing
https://shop.velyv.info?session=KLn4Ff0n0SO2&id=G6RhmZEAElQk&q=XQAhZeMGq#ipb,legitimate
https://blog.wpeej.net/wcf?ref=goklx8XjTpZzrhs,legitimate
http://yxekmvi.online:8174/ourzfmz/uyqjgwiax/myx/ecacaffvz/cfinj?lang=xOKbRANx6y,phishing
http://shop.gvazktl.co/dwewu/zqzhjhxo/mgcbkyy.cgi,legitimate
http://oapi.net/vquwp/eagsmmriz/fypgvz?q=LTrnsKOav,legitimate
https://dtmfrwhi.com?session=aLhgmDZ,legitimate
http://yhoqreji.vip:8452/rqdv/inxfnyprj?session=vthGJjT33RFOn3ySfWyP&user=81mo08RuXKjx76RmWQw,phishing
https://aqolk.co/vyuv/shalz.html?lang=CLgAk5Za&q=7QVIHKWvJ&session=dyX9A2,legitimate
http://202.187.123.3/ywjtekh?id=1d88UpcRcVKwB6B,phishing
https://mtpv.io/qpv%25taq%25ikmze%25bwusv%25pgkg/yuios.php?,phishing
https://nnaborziut@tora.net/sotk?,phishing
https://fmtdugu.co.uk/lkqgli/vvqvwco?ref=oQt1D3pSNpD&page=g33lGCU4Hr,legitimate
https://nwyhbf.co.uk?token=03i563VOFWeOfeNls&user=ssjXcYiNV2CbT,legitimate
http://lfvkanrz.io/wgiqjxdhrx/vvnpsuznby,legitimate
https://luzrawkxlh.io/vgwfw?user=8ETQK02z0gxIPp&id=20NEhaSvei5V,legitimate
https://kweeepghgi-hqrrxu.com/pepbijbzn/awewzsubm/rzfmetegl/esbsg,phishing
https://kgsxaag.co/uirqguh/lpv/dqyhgtvzc?ref=J5mLuMSJdYR&q=FtFnPuPXeDt,legitimate
http://shop.mguyzvukcb.io/mkeiduntv/rwnmm?token=xmoZfUD2fNhftnQfSSd,legitimate
https://uuejmkw@zzbxkrlio.io/lnwxxpxv/hnrto.aspx?session=hxQXKyPq9yNarfYnLVs&ref=lsu2RsEtRP3&page=BvTtuzeVIiPvVG7BIte,phishing
https://fujzshplnz@mavy.com/wrcn?,phishing
http://ofaxgvnian.biz/hntlhliuj?page=gkO9P2hgiNUBESXL4&user=QeZkD65AU0O4naWShG,legitimate
https://nqaw.io/rnernuni/jscbdv/ufxm?user=kfkmToE,legitimate
https://portal.sczayijhs.info,legitimate
http://frhay.app/zuviom?session=kqQTlgWIsC,legitimate
https://npdddjcb-mkc.info/lfoxboyxgv/cxtubt/vnsibgyemd.html,phishing
http://slgdyhe.com/pgmsobija/wfi/ijqxrex?page=05DS2L,legitimate
https://nnxv.app/ofhoeridrk?user=oYWdF1wQlrxfDU5Ky,legitimate
https://ylpklmmqer@ikdtfcosa.info/jtgqodkqjs?utm_source=IhnMdIrOQw,phishing
https://app.bbdrzfmes.app/tuounwroyx?q=FF5Z6AcHnHPE&utm_source=Ug4ds9oxMLqOFrK&ref=E8SaYuo6GJjbm0ca4Lx,legitimate
https://secure-login.oxow.nvgtacbfqr.com/ronrapkud/dff/egp.cgi,phishing
http://zgojwtu.xyz:8422/zdpxqv/xikt.asp?,phishing
http://55.238.212.213/hdmvtbh?q=zRzWvF&session=VfltmGu,phishing
https://aoohlmdf.com/cwabfcizi/tkgqt#nkujvvvs,legitimate
http://portal.oklpeqqvei.org/gclsfc/uvps/kbs?user=ZcWD1fATkovvnhrh5dj&lang=TKwCFI4#koy,legitimate
https://blog.cmhw.com/wuvnjelsr?lang=hbnb1O&session=KTPBuMs73IIuaXk4J&id=1IbOIKzSrj,legitimate
https://utkwaimrv.app/okgr%25lwdob%25lwbaf/nqj.php?id=euc6VSlcr0V&page=vKyue0Jxqq3tyoTo&id=pTAfhTHSSW42m,phishing
https://sbgdjkb-yqrj.info/lsm/maqymnhn/scbbfauk#prvqcmc,phishing
https://aujsjqze.co/kjvl/uni/ohupxgcub?page=Mv0j5a0XF2&q=3Mh7V1Kw8tGX3ef&page=1swdf8,legitimate
https://yturp.co/geqsg/iygdsm/fvhyoggvup?page=Z1Blkedp3DGEgE3,legitimate
http://docs.vqapuylvfu.biz/jcxji/dekrgi/gkydntsdj?token=J1Eek6Mx6tHUWyVLQymP,legitimate
https://oxgsjpdw.info/vvqxylsgv/ellmgmxg/aspkmlwzcx?token=sydLF93QeNxhbv&page=O6cySHa&ref=Q7ysD1Z,legitimate
https://fdohbahclv.org?ref=jweDwY&lang=RzXo1Mutfabh,legitimate
http://jhjtndr.loan:8618/fmckwx/nzbij/stdkqtmk/ipcbs?,phishing
https://xccspy.app,legitimate
https://xn--afhw.net/saq.aspx,phishing
http://wivxpewsfd.net/tuqrtodab/ihnu.jsp?ref=ywp8motRws,legitimate
https://app.dyybutheti.app/nmpujceuog/xqz/zein?page=UvvyUgFYnlNVUe9oO4EV,legitimate
https://vhgggotgl-oeeylb.info/lpmmtjoio/pqpdewqmo,phishing
https://ummnyn.info/ddntruaq#ehvnmp,legitimate
https://prohls.io/ydtj%25romz%25ax%25stho/xslkw.php?,phishing
http://uqdzdzicv.org/skr/bugqk.asp?user=SV2ceN59UAgN2BR4&id=XsxjGJXke1M&ref=4iCppaX3QjBvK,legitimate
http://usklbyz.info/yaru/ufcstma.cgi?page=5wUPSK0qDY5&user=UgCyrwId&session=U10drCd4rjKPSx2,legitimate
https://jhwk.com/mvon/euq?session=kfXYMEDGzl3,legitimate
http://tacycex.xyz:8432/ngixzdudf/bqadmrdqey/otauwb/tjcjnp/dlpxstiehs.cgi?utm_source=CU1soRbuHYbdUWlynM&session=5vwgcj6o2R7p3I&user=4PszBCXz6OUba2Aom7mw#mcz,phishing
http://bmkr.info/xidd/jphnlucr?q=3zZyTttp7QDff,legitimate
https://knllzrea-mkpx.net/biyyosqp/odpgtpdj.aspx,phishing
http://231.170.246.103/ddgcisavf?ref=oMes1Z0UveID&user=wBpVH3AnsM#luvfgpv,phishing
https://hrytlgph.co.uk,legitimate
http://151.90.158.108/eonodb?,phishing
http://arfmf.loan:8260/xpkhffkib/hlrf/zujcjiuxc?utm_source=1V1IVsaO&lang=AKO5hKOgDulp8OmwnY&q=n30TM6yd6Wm3PMy,phishing
https://lhhl.co.uk/ypbth%25anas/tixdhu.php?q=7MI9jE5NerP,phishing
https://jqnscik.org/fdvyl%25xsg%25wjaxg%25fj/mbuwty.php?token=w0anfBpPQa8zro1TA,phishing
https://xcoz.biz/qhuev/hfsghamjzs?lang=JYI3LMmqk43Lf&page=E7Woc9&q=Kg7cg1h0mtYb,legitimate
https://kbcolu.app/xnnfcpvl/hgdakogst?page=TJIvUvyCFesA5ZK4NX&token=HvUSPP3A7P&utm_source=ozDgkTG18#wbuxzv,legitimate
https://dsvlxp.io/no%25cxv%25cq/ronwf.php?,phishing
https://fkrhap.com/crorb%25rwit%25cns/rnoscl.php?page=bb8NW6KnPtPqI5mCnA&utm_source=koHmsnmxeW6je9i&id=1SgmkpdlHQzvjXXprb9K,phishing
https://xn--txfppud.com/agngxksmo,phishing
https://mtuuhktz@naaso.co/neugxz/dgipcdh/bzorfym?,phishing
http://cwaelitc.net/jvneomwl/qzvhz.asp,legitimate
https://ztizyqep.net/login/qmitxy?redirect=zmufp,phishing
https://secure-login.taeefmy.rdjjit.co.uk/nwpst/vuch/tucg/iirsklyq,phishing
https://blvxjae.app/yelvc%25joy%25dnfky/knle.php?page=eYFtVCGofGGta&q=slUccT10E7u9#hdcbsffh,phishing
http://rifyjwy.net/dvstzbwy,legitimate
http://244.235.25.102/uaxjgj?lang=Hc0TsBdUD,phishing
https://lujqeiogwu.app/login/czdqd?redirect=qqvcncj,phishing
http://qpewh.net/knf/pfvyqa?ref=Rogis5UQDwpwSS&id=lhN5z3xKDZ25hNLzt4G&token=EJTL7hUqZosQD,legitimate
https://vasvos@veak.net/utomzffr/eqnarliy?user=zCTzue0eiKctF61&page=QOMwBIbN8vz7mUs#uev,phishing
https://oolcthth@ycgoddddz.net/bjg/aky/pbywqh/bbprqarzzq?page=Tx5xzmV&id=6coiWJpax1psuxu,phishing
http://btjmsjlevh.biz/vpgjjupng/qabnmefpyx?lang=9AwjG9&ref=pA0YBb&id=OdxxZBmlXzVEeSiFWqgh,legitimate
http://cbbmd.club:8295/papdty/swyorcs/ekzt/ubsa/gxgjl?q=iMYH9BCiEqbZlL7NlP&id=w8kDyoDsr6ikosKNP,phishing
http://vrkth.org?id=Iz1E2nmRF4MniHejA&token=wXHXVWeKLp1ax1bca,legitimate
https://xrlb.app/uzux%25nt/cupgw.php?,phishing
https://rmvkiq.app/login/pumxnsiv?redirect=vfttnfeu,phishing
https://pifzf.io/hnrz.asp?session=Z5Nh46V3gwlOsuF,legitimate
https://knvanw.app/wkzpeqlu.aspx?lang=5fh7EmN3FWtGJDK&session=qB33xk22BYgpN,legitimate
https://ywcrja-huovvd.net/fkyguc/zdzu/mcqbrjolk/sfkcacssjt,phishing
https://bqlsovqrj.net/login/vazgldtv?redirect=lrwbfzig,phishing
http://ddmmydbh.info/ptnlekpqhb/allhqlss/fkabcc?user=OWNhfi&page=YarhR5SoSiVfsnz8e9T&page=Q4zEEg9YJ3,legitimate
http://lxtkdawl.info/rkazzlji/vbsdjhmo.html,legitimate
http://zpurqts.net/mmpmilzva/irxnqrx/otdvlo?q=EVG0LKLaVGo4,legitimate
https://secure-login.zxics.rdtcvrh.com/ntrlzklu.aspx,phishing
http://ubnvg.site:8594/ckcu/gzp/pmubcsc/bpdbsu.cgi?page=SzNjjNOJM7UaLPS&token=xM4psAglVTOOTscEtJ&lang=l1Raj8VKzYWhkTGWM,phishing
https://eebxr.biz/login/ounaqkn?redirect=rtcv,phishing
https://qqemz.biz?user=yk5mwM8QuhZYCC2&id=AzV85VJztsSUM,legitimate
https://xn--ugikw.net/cugxnna,phishing
http://hmroxd.com/pdcjravn/uhea/zpetsqqtoj?lang=LLTQ8C3sHwx7pugb&lang=tM8mkllWYsi8zI6zR9Dy,legitimate
http://flmmejk.app/jncpaoijf/awlrjvh.aspx?utm_source=PWhcIDLqf5Ntrvvy#cehyuvhi,legitimate
https://mljjjkr-sgn.info/ytsq/lajhjcy/plne/xxlstk,phishing
http://shop.qnovdzpaog.io?utm_source=SzyQNImjEuYnGSnOqpj0&lang=5QF6NU6YAtq&page=RfJb05ab3Uy0CaSZXtMR,legitimate
https://uzxnetl.app/fwvfynaskl?q=XGT6qyEfcoCvkByhwsFg&utm_source=Xwlgtnxezx&session=xbmxfLyUWv,legitimate
https://ptpub.org/login/zmkqxg?redirect=lfmqo,phishing
https://kvzie-obo.info/vvgrpqkeux/zse/ldrg#tttn,phishing
https://xn--lorm.com/zecvvcsd.aspx,phishing
https://secure-login.bniuvweh.ulrlihuyoq.com/yzvtckqeob/gcr/opnj,phishing
http://shop.dwpzhrk.biz/zglgpqc?q=nxALeId5DvLPXRYa&lang=x8Pi3clkEvDfSAq,legitimate
https://portal.ohdvtyjuyi.net/awz.cgi?user=0W3l3o8f#lmhd,legitimate
https://daiiiriy-cynwcs.com/speb/cth/agrjruntd,phishing
https://secure-login.qecfovz.uwvzw.biz/aanemdebr,phishing
https://www.rzdjssbeab.app/nnojftsjne/yuxuvbazg/qvwocbvef#qeyy,legitimate
http://mpwxgy.com/dpzk/wlulth/rmveuvbjfo.html?token=LgAVS8f&id=y0VrL5SdIK37HS&lang=XPDF3JNbbvk0BMK,legitimate
https://godomiqwe@iqdgxavqu.biz/jrxtk/owxh/gxhedcti/cxqwsvwmjx?ref=rkEgMuM4GO4W&q=Y3lQ8l8HyI&session=gXnQ5Bza,phishing
https://blog.klqcgwxdy.biz/qeoyg/ewtxc/fssnh,legitimate
http://102.152.214.29/qoeplyyd/fvfacdpth.aspx?page=1O4fNXRNyu,phishing
https://secure-login.kiwt.gufktnizff.co.uk/yir/tjodem/syv,phishing
http://ktnwaeuikd.app/wod,legitimate
https://otgwb-gzmtuh.com/iqyrn/ozm/njinx/dxulwgh,phishing
http://qcrvtbvo.app/ujhel?utm_source=1XZ2WOPAf3lGE3oCJv9&utm_source=NBUtYuK#yvj,legitimate
http://xbohlndc.online:8144/jtbtk/hkmoytam/dlxutufes/sja?q=QqBaYdX4dmRpHkIBXB,phishing
https://msiykir.app?q=8I2Kf12&q=lWqbgDPHLfzh,legitimate
https://cxdwdb.co/aqnq%25aw%25rdm/dibbtp.php?user=G4joXONSOdSbYmY0qg&ref=0GKTfRP5xSjh5zJUQ&q=QFuIqWkwaZ#gezyffi,phishing
https://uhjx.org/hcbb%25ov%25nf%25drvu%25pm/apr.php?,phishing
http://49.75.68.177/fujyei?id=lNdCts9VShg2bSc&user=856rSXy5QQ&page=cd8eZ2GZpFqbSfNFP0xl,phishing
https://bnqqtappn-vjqo.com/plawgsjym/xgxyvv/dnzck/dgtvluga.aspx,phishing
https://qtkanx@aewgp.co/cbcox/keuinuoqz/qkzgjtx?user=jNyLTmJDCd&session=xVcQcjym4Qs,phishing
https://ygftz.co.uk/ppycvjxzw,legitimate
http://aabaa.com/kakbd/uvo/tpp?ref=6T0nryvN,legitimate
http://www.csfrdkfcpf.info/zognpnfomq?session=iVETMXXQsVW1NL5CbAW,legitimate
http://qffiyip.vip:8946/ttpep.jsp?q=kcXSDq&id=xEas1NW,phishing
https://xn--xmjqu.com/ywahkyuge,phishing
https://zqiphpwjnz.info?utm_source=9RVn36ov0lD&utm_source=5usAPQwA1mAwjn,legitimate
https://upui.co.uk/login/unks?redirect=vvfru#auqsuxj,phishing
https://store.yawq.co/iitnulpnp/ofprblng?ref=JtckHJqG7y&ref=7BmXHpE40Za5s,legitimate
http://www.kuqvuppzj.info/jytyxqapid/duphamghcz/ynx?user=Sixs1RYk&user=5q3UTj2GAgnlOaAYMoe,legitimate
https://xn--jmvhkh.com/cqidvti,phishing
http://hcpabvq.io?utm_source=oKiPnt,legitimate
https://fteqyhaq.co.uk/cjlc/llm?token=CdYy6rWcbmRvIG1eM7Ha&page=10xh2LdGpSudB7gssVqz&token=yzn3f7GSo2or,legitimate
https://secure-login.czvcn.vuvlmwcj.org/cieajii/akadaeuya/frasy#ywi,phishing
https://gjccesh.co/login/xwrzx?redirect=zvoalbp#qzxdil,phishing
https://pllcoakx.net/eokqw/ifezs/jpbgnuhos.cgi?utm_source=5bgndqeyklLdQHE5F876&page=2L1MB6Ti0rfPAxuW,legitimate
http://vypkba.vip:8490/pucndxymv/ckh/wyvshnfg/qzfvvsw/kajcyrfcr?session=PKage4JSa3kEcM&id=AIvOMSrkJRxUhh4TqZ&ref=N9NBB4t82,phishing
https://hhbbrinvli.co.uk/escjgxtni?id=CADjk8cD89ne,legitimate
https://izndhznm.biz/login/aomp?redirect=nuusqjxp,phishing
http://app.huuushoekb.biz/lgs/len?utm_source=HuFJ8pbQ&utm_source=jNE4ep5j5xnMoe8uz#thjr,legitimate
https://kwoqu.com/dbuyw/vdonaqg/omwgf?lang=dqjeRMskJPTzjpAS,legitimate
http://crljipah.co.uk/lygre/cbyy?id=RgBbmHmGqDT&token=RbKPckrWMdOayq0O1#kznsxmpc,legitimate
https://ztwuukoupj.org/vim/vlpb?q=FrKcd7XFkTPBqb&lang=mqVt8Tg3f74G,legitimate
http://hkhwo.loan:8001/cqlyracln/qxwios/szbawq.cgi?,phishing
https://dnoreyqkna.biz/bf%25pm%25jbpov%25iyty/nsy.php?utm_source=QosuXkTV&page=EWbjRpX#jgggnc,phishing
http://nsleyqinlz.app/ifv.php#oce,legitimate
http://hglt.club:8048/zetnxeml/mqxfnxv/ouo/deis?session=RWUiHKY7A#xvu,phishing
http://fshe.app/vyjh.aspx?ref=0B40wxdn&token=nwHS6RXfdupzZ&q=CfZDrDnyvChKM,legitimate
https://secure-login.oqwmqwlh.mapbf.app/ncgkeozbif/seyoc/qrmjhvil/ekvaxa.cgi,phishing
https://xn--jebebg.com/moydr#uiic,phishing
http://67.226.169.173/ipepxvbv/nblvh/nhfwc?id=XgEqbU8Z&page=KNv1CTdT8OgIlxYkr&page=FFA8yMKn#ygh,phishing
https://secure-login.umkabcn.lwdpjyo.io/ehpgo.aspx,phishing
https://jsnieulou.biz/uuiteg?lang=SSDdQClPoN28zgv6sTx&lang=81yFIU&lang=GD87qp3pbp5VPMf7M,legitimate
https://xn--wnuanfd.net/dddzu,phishing
http://qvenm.top:8691/dss/fvvcjpn?,phishing
http://250.160.35.121/qjqv/ecuojpxp/wrb.aspx?token=csUYBhjZfBtpTsvI,phishing
https://secure-login.ydcnwi.hurgv.info/wbfpjdg/mdocvcyrwo/ohjq,phishing
http://16.27.34.104/yjdd/iceoey?user=svFbVis0wfmjV6w&id=DnSvjWsADMuv3j,phishing
https://secure-login.chzaxqu.ktfappnjl.com/pih/ublrqjky/fwvft/qtkghvvlwc,phishing
http://jemmcb.top:8061/dxhhf/wtfbiewwuv/qogssxgtq/zjye?q=Hxi3YBV0zE,phishing
https://kyxoruiz.co/fvxrib.cgi?utm_source=Y0YE56G68iEIveCmvYK3,legitimate
http://trdffy.co.uk/yptdabfsb/tqutsoh/dgvzzlk,legitimate
http://znaq.club:8216/wcjbdpw.jsp?,phishing
https://secure-login.idgqtac.pxpk.io/zett#ythlsj,phishing
http://odibmndvop.net/nhey.jsp?session=m7rMMfNKKk&user=5c1f6VqnJMb3HNspYzC,legitimate
https://mdril@ezbzskjykf.com/yxhsqykl?user=89oFgd0d2PbuYyuYfl&session=gIiZHL77HyB,phishing
https://www.sneicko.com/xrxg/sukcfl.html?page=h51j53XnlXHNb6cn,legitimate
https://shop.nvjzkvipbu.org/glxjpzz/vymwchl/egy,legitimate
https://gjrxowodkp.biz/login/tcwh?redirect=sucge,phishing
http://189.251.223.210/orvdryqzg/ysjymxlqts/xaxarqngvc?,phishing
https://portal.csqvguxv.co.uk?session=e2KoDooCJGYG5e48#wnrn,legitimate
https://vvmqcowzk.org/qqwar/xknudrsxo?q=lbeCrZHmKQOv&q=n7cHi10rOQnfi&id=B78kgHnZvCbQQXKgRnr,legitimate
https://eqbmc.net/wl%25yejfn/gjgyf.php?token=QcLyYFGXkafup0agBwr&utm_source=TZZnaOmp2SM46a&user=THPXbpoyWlk6plxsPu#zgb,phishing
http://app.fhjssxs.co.uk/vwkfdnd/qmfvpwkzp/ipjwxc.asp?user=sqxBWDoew9EndTX&q=1DB7CdpN&utm_source=9ReAnuDmpP2DLVaApki,legitimate
http://kbbojhklov.org/jzojdpkbb?lang=j3i5tyM0KFFEI&page=bugzt32NLqO8JodDGSW&q=YpJRlBzz,legitimate
https://szsqujbcd@nbaooi.biz/hmburieqt?ref=617iWtt8NwRZ6sok4P9&q=VRCBU5l5NE7bfsiX,phishing
https://jetjo.app/acxl%25sqx%25mntx/knb.php?ref=WLSR20jmkqu,phishing
http://113.55.26.226/cnztfjl/qkhhc/gvhj?ref=NNqDVqCbtyWWvE&utm_source=wjcZcmxky0AzQAW,phishing
http://www.fexsi.app/egc?q=Wg6soYO68922ei5X,legitimate
https://xn--djrdeea.net/dgtzpgb.jsp,phishing
http://blog.iohrvqxmc.io/mioe/ntwgdjrxq/wahaczql,legitimate
https://docs.owkofyeg.io?lang=ub589qUF0B702M&page=PAJlNKppXO8pnCR&utm_source=CZqKSTkUdYD,legitimate
http://wzoifto.app?ref=mBQInkzI&q=hJ3rhdyW&id=0HlRkyA3DutFWKza,legitimate
https://jmicbwy@mtwmzbvnt.info/scvzn/hes/uizrumye.php?q=7ZkxMbeq&user=mBl6CsxrvwpbL&q=AC8bmw1b#skjim,phishing
https://blog.ynmeeewxh.biz/qvfbz/lpei/qwgtg.aspx?user=BEBpSYyZu0umesOB&session=a4e3M1bWfO&id=09yRzVZqj04fh,legitimate
https://xn--sbhu.net/hxrctuem#nmm,phishing
http://vquymgzvlx.app/dtcv/lab/yncqbrizwj?utm_source=h66S1SpJefr8taoFJj,legitimate
https://cnlzayrt@jetpdyi.biz/droylen/famv/ftfrrfusdy/vrcws?utm_source=g62udZqlop0gQ&page=KstxVreth7jlE,phishing
https://phpwbbgb.com/voxy/kbkazw,legitimate
http://bjmsyiuflu.com/gsneprz,legitimate
https://shop.uuqxpqlo.net/tnu?token=ECcxY455fHWNK,legitimate
https://bzipdo-gegv.com/vhctyzjhxa/blqmuaymek,phishing
https://onkkljp-oghd.net/axeszv/xsmk/iuecqfbvl/jwnlddxd,phishing
http://aegwftfk.net/pujrjjlkm?user=BQp04wU&token=tT03Zya&id=mc6YGpWrn,legitimate
https://bawxsj.net/quxsji/fmvbctbfj?page=qC3CzxAx6X7SnRg&utm_source=akWkARUmiQSrNhyarFtM,legitimate
https://wymy.biz/yhknpsd/eepaqo.cgi?token=OJTT5cb&user=Mv2kmAhTeYeg&ref=V5U9AqdzuHWw4FtsEEv,legitimate
https://nenss.info/login/dvohv?redirect=kmjee,phishing
https://evor.org?id=HXeW7ZpSmx98uHZq&ref=02a11WTFSyD,legitimate
https://ogdddwgh-nnj.com/yulz/vyffyiabw#eqds,phishing
https://fwtd.app/jch.cgi,legitimate
https://xn--kildvc.net/uuwjknj,phishing
https://dzpevl.co.uk?q=2OPP4Mr&ref=LAA21IVE7a3p8IE3Z,legitimate
https://aoshbjkeev.org/login/qzcubopx?redirect=uduzl#glvldiju,phishing
http://gluhcayr.co.uk/hqyyns/iopbzssyxd/bysjmwvexw?q=IGWdJqtS60kgDzRkWq,legitimate
https://prmcms.biz/biffpfzmh?ref=y1N7H53,legitimate
http://dtbc.app/kyf/asyiikiiqv.html?session=tLhNIjwFqc&id=PJvPTTP&session=stQ8OGcTR4wJ,legitimate
https://xn--ykua.com/auuksbqbj,phishing
https://xbhidt@diqwvyzu.net/wgyhgffoeg/mmsmiwiw/frzui?q=q51WfxR4ms5nATW&user=XMfJfoXtQoZr,phishing
https://xn--tdpykbr.net/jqpx#fdy,phishing
http://keqg.com/tksilare?user=xp5yKmvYsNNiHJqy11m,legitimate
